z166222-221.ip.fs.fed.us	01:04 am  Thursday January 1, 2009	my steve +	 LATT=  46.36 LONG= 113.94
17-83-39-203.melbournewater.com.au	04:11 pm  Sunday March 29, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
203.28.116.1	04:08 pm  Monday March 30, 2009	Cathedral Fire_Wilsons_Prom +	 LATT= -38.10 LONG= 145.71
203.28.116.1	04:27 pm  Monday March 30, 2009	CHARLESTON KAN AP WV	 LATT=  38.37 LONG= -81.60
203.28.116.1	04:32 pm  Monday March 30, 2009	Cathedral Fire_Wilsons_Prom +	 LATT= -38.10 LONG= 145.71
203.28.116.1	04:33 pm  Monday March 30, 2009	Cathedral Fire_Wilsons_Prom +	 LATT= -38.10 LONG= 145.71
203.28.116.1	04:34 pm  Monday March 30, 2009	Cathedral Fire_Wilsons_Prom +	 LATT= -38.10 LONG= 145.71
203.28.116.1	04:35 pm  Monday March 30, 2009	Cathedral Fire_Wilsons_Prom +	 LATT= -38.10 LONG= 145.71
203.28.116.1	04:36 pm  Monday March 30, 2009	Cathedral Fire_Wilsons_Prom +	 LATT= -38.10 LONG= 145.71
203.28.116.1	04:36 pm  Monday March 30, 2009	Cathedral Fire_Wilsons_Prom +	 LATT= -38.10 LONG= 145.71
203.28.116.1	04:37 pm  Monday March 30, 2009	Cathedral Fire_Wilsons_Prom +	 LATT= -38.10 LONG= 145.71
203.28.116.1	04:38 pm  Monday March 30, 2009	Cathedral Fire_Wilsons_Prom +	 LATT= -38.10 LONG= 145.71
203.28.116.1	04:38 pm  Monday March 30, 2009	Cathedral Fire_Wilsons_Prom +	 LATT= -38.10 LONG= 145.71
203.28.116.1	04:39 pm  Monday March 30, 2009	Cathedral Fire_Wilsons_Prom +	 LATT= -38.10 LONG= 145.71
dhcp-130-64-127-200.medford.tufts.edu	07:03 am  Tuesday March 31, 2009	SEXTON SUMMIT WB OR	 LATT=  42.62 LONG=-123.37
umma234.dn67.umontana.edu	08:07 am  Tuesday March 31, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
umma145.dn68.umontana.edu	01:09 pm  Tuesday March 31, 2009	MIDDLEFORK +	 LATT=  48.45 LONG= 113.84
umma168.dn68.umontana.edu	01:09 pm  Tuesday March 31, 2009	MIDDLE FORK FLATHEAD MT +	 LATT=  48.50 LONG= 113.99
umma199.dn66.umontana.edu	01:09 pm  Tuesday March 31, 2009	mid fork flathead MT +	 LATT=  48.54 LONG= 113.80
umma168.dn68.umontana.edu	01:17 pm  Tuesday March 31, 2009	MIDDLE FORK FLATHEAD MT +	 LATT=  48.50 LONG= 113.99
umma148.dn68.umontana.edu	01:15 pm  Tuesday March 31, 2009	GREAT FALLS WB AP MT +	 LATT=  48.41 LONG= 113.88
umma155.dn68.umontana.edu	01:14 pm  Tuesday March 31, 2009	Middle Fork MT +	 LATT=  48.52 LONG= 113.80
umma106.dn72.umontana.edu	01:14 pm  Tuesday March 31, 2009	Middle Fork MT +	 LATT=  48.54 LONG= 113.80
umma019.dn74.umontana.edu	01:15 pm  Tuesday March 31, 2009	middle fork mt +	 LATT=  48.54 LONG= 113.80
umma056.dn67.umontana.edu	01:20 pm  Tuesday March 31, 2009	Middle Fork MT +	 LATT=  48.54 LONG= 113.80
umma199.dn66.umontana.edu	01:23 pm  Tuesday March 31, 2009	mid fork flathead MT +	 LATT=  48.54 LONG= 113.80
umma132.dn68.umontana.edu	01:23 pm  Tuesday March 31, 2009	M FORK  +	 LATT=  48.54 LONG= 113.80
203.28.116.1	01:29 pm  Tuesday March 31, 2009	Cathedral Fire_Wilsons_Prom +	 LATT= -38.10 LONG= 145.71
umma150.dn68.umontana.edu	01:30 pm  Tuesday March 31, 2009	ROCKVILLE_ER +	 LATT=  48.46 LONG= 113.84
203.28.116.1	01:32 pm  Tuesday March 31, 2009	Cathedral Fire_Wilsons_Prom +	 LATT= -38.10 LONG= 145.71
umma147.dn68.umontana.edu	01:35 pm  Tuesday March 31, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166610-44.ip.fs.fed.us	04:13 pm  Tuesday March 31, 2009	FORT JONES RS CA +	 LATT=  41.49 LONG= 122.73
blm-92-254.blm.gov	07:49 am  Thursday April 2, 2009	LORDSBURG NM	 LATT=  32.35 LONG=-108.70
z166222-183.ip.fs.fed.us	08:01 am  Thursday April 2, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
z166222-183.ip.fs.fed.us	08:07 am  Thursday April 2, 2009	SEELEY LAKE RS MT 22.55 +	 LATT=  47.14 LONG= 113.60
199.158.127.37	08:15 am  Thursday April 2, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z1665207-53.ip.fs.fed.us	12:49 pm  Friday April 3, 2009	Fuller Mill Creek CA +	 LATT=  33.78 LONG= 116.75
ip98-171-175-175.sb.sd.cox.net	12:18 pm  Sunday April 5, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
ip98-171-175-175.sb.sd.cox.net	05:54 pm  Sunday April 5, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z1662218-202.ip.fs.fed.us	08:13 am  Monday April 6, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z1662218-202.ip.fs.fed.us	08:15 am  Monday April 6, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
74.197.199.134	01:27 pm  Monday April 6, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166247-228.ip.fs.fed.us	08:41 am  Thursday April 9, 2009	GROVER 2 S WY SPR CLEANUP +	 LATT=  42.68 LONG= 110.72
z166247-228.ip.fs.fed.us	08:42 am  Thursday April 9, 2009	GROVER 2 S WY SPR CLEANUP +	 LATT=  42.68 LONG= 110.72
71-215-153-54.ptld.qwest.net	12:58 pm  Thursday April 9, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
207.105.169.177	02:55 pm  Thursday April 9, 2009	TAHOE CA	 LATT=  39.17 LONG=-120.15
137.150.175.69	03:03 pm  Thursday April 9, 2009	MOUNT SHASTA CA	 LATT=  41.32 LONG=-122.32
207.105.169.177	03:07 pm  Thursday April 9, 2009	TAHOE CA	 LATT=  39.17 LONG=-120.15
207.105.169.177	03:22 pm  Thursday April 9, 2009	TAHOE CA	 LATT=  39.17 LONG=-120.15
207.105.169.177	03:34 pm  Thursday April 9, 2009	TAHOE CA	 LATT=  39.17 LONG=-120.15
207.105.169.177	11:54 am  Friday April 10, 2009	TAHOE CA	 LATT=  39.17 LONG=-120.15
blm-92-254.blm.gov	01:29 pm  Friday April 10, 2009	LORDSBURG NM	 LATT=  32.35 LONG=-108.70
blm-92-254.blm.gov	01:32 pm  Friday April 10, 2009	HUNTINGTON OR	 LATT=  44.35 LONG=-117.27
201.215.149.119	08:45 pm  Saturday April 11, 2009	SEXTON SUMMIT WB OR	 LATT=  42.62 LONG=-123.37
65.204.131.66	09:56 am  Monday April 13, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166264-118.ip.fs.fed.us	12:39 pm  Monday April 13, 2009	BOULDER UT +	 LATT=  37.92 LONG=-111.42
z166264-118.ip.fs.fed.us	12:52 pm  Monday April 13, 2009	BOULDER UT +	 LATT=  37.92 LONG=-111.42
z166264-118.ip.fs.fed.us	12:54 pm  Monday April 13, 2009	BOULDER UT +	 LATT=  37.92 LONG=-111.42
z166264-118.ip.fs.fed.us	12:55 pm  Monday April 13, 2009	BOULDER UT +	 LATT=  37.92 LONG=-111.42
z166264-118.ip.fs.fed.us	12:58 pm  Monday April 13, 2009	BOULDER UT +	 LATT=  37.92 LONG=-111.42
z166264-118.ip.fs.fed.us	01:01 pm  Monday April 13, 2009	BOULDER UT +	 LATT=  37.92 LONG=-111.42
z166264-118.ip.fs.fed.us	01:03 pm  Monday April 13, 2009	BOULDER UT +	 LATT=  37.92 LONG=-111.42
z166264-118.ip.fs.fed.us	01:05 pm  Monday April 13, 2009	BOULDER UT +	 LATT=  37.92 LONG=-111.42
z166264-118.ip.fs.fed.us	01:08 pm  Monday April 13, 2009	BOULDER UT +	 LATT=  37.92 LONG=-111.42
z166264-118.ip.fs.fed.us	01:09 pm  Monday April 13, 2009	BOULDER UT +	 LATT=  37.92 LONG=-111.42
ppp194-128.static.internode.on.net	07:52 pm  Wednesday April 15, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	08:05 pm  Wednesday April 15, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	08:11 pm  Wednesday April 15, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	08:12 pm  Wednesday April 15, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	09:10 pm  Wednesday April 15, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
z166222-158.ip.fs.fed.us	01:15 pm  Thursday April 16, 2009	CHEESMAN CO	 LATT=  39.22 LONG=-105.28
z166222-158.ip.fs.fed.us	01:21 pm  Thursday April 16, 2009	CHEESMAN CO	 LATT=  39.22 LONG=-105.28
pc30310.engrlab.usu.edu	11:45 am  Tuesday April 21, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
17-83-39-203.melbournewater.com.au	05:32 pm  Tuesday April 21, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
76.178.131.121	11:31 am  Friday April 24, 2009	Waugh Creek MT +	 LATT=  45.78 LONG= 114.05
76.178.131.121	11:57 am  Friday April 24, 2009	Waugh Creek MT 5300' +	 LATT=  45.78 LONG= 114.05
76.178.131.121	01:59 pm  Friday April 24, 2009	Waugh Creek MT 5300' +	 LATT=  45.78 LONG= 114.05
pc6007.moscow.rmrs.fs.fed.us	02:17 pm  Friday April 24, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
76.178.131.121	02:17 pm  Friday April 24, 2009	Waugh Creek MT at 5300 +	 LATT=  45.78 LONG= 114.05
pc6007.moscow.rmrs.fs.fed.us	02:21 pm  Friday April 24, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
pc6007.moscow.rmrs.fs.fed.us	02:27 pm  Friday April 24, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
76.178.131.121	03:21 pm  Friday April 24, 2009	Waugh Creek MT at 5300 +	 LATT=  45.82 LONG= 114.01
pc6007.moscow.rmrs.fs.fed.us	03:35 pm  Friday April 24, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
76.178.131.121	04:00 pm  Friday April 24, 2009	Waugh Creek MT at 5000 +	 LATT=  45.82 LONG= 114.01
pc6007.moscow.rmrs.fs.fed.us	04:01 pm  Friday April 24, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
76.178.131.121	04:58 pm  Friday April 24, 2009	Waugh Cr MT 5000 20pc +	 LATT=  45.82 LONG= 114.01
pool-70-110-54-236.sttlwa.dsl-w.verizon.net	12:33 pm  Saturday April 25, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
pool-70-110-54-236.sttlwa.dsl-w.verizon.net	12:36 pm  Saturday April 25, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
pool-70-110-54-236.sttlwa.dsl-w.verizon.net	02:17 pm  Saturday April 25, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
blm-92-254.blm.gov	04:45 pm  Monday April 27, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
blm-92-254.blm.gov	04:47 pm  Monday April 27, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
blm-92-254.blm.gov	04:47 pm  Monday April 27, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
cmc189-254.coloradomtn.edu	05:17 pm  Monday April 27, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
z166222-228.ip.fs.fed.us	05:25 pm  Monday April 27, 2009	CHEESMAN CO mod +	 LATT=  39.14 LONG= 105.32
z166222-228.ip.fs.fed.us	05:28 pm  Monday April 27, 2009	CHEESMAN CO mod +	 LATT=  39.14 LONG= 105.32
z1667122-180.ip.fs.fed.us	10:47 am  Tuesday April 28, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
dhcp-130-64-127-200.medford.tufts.edu	12:18 pm  Tuesday April 28, 2009	SANTA BARBARA CA	 LATT=  34.42 LONG=-119.72
80.227.51.242	12:46 pm  Tuesday April 28, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
c-24-91-153-28.hsd1.ma.comcast.net	08:13 am  Wednesday April 29, 2009	SANTA BARBARA AP CA	 LATT=  34.43 LONG=-119.83
z166612-32.ip.fs.fed.us	11:17 am  Wednesday April 29, 2009	chumstick +	 LATT=  47.42 LONG=-120.32
z166612-32.ip.fs.fed.us	11:32 am  Wednesday April 29, 2009	chumstick +	 LATT=  47.42 LONG=-120.32
z1665196-205.ip.fs.fed.us	05:16 pm  Wednesday April 29, 2009	TEJON RANCHO CA	 LATT=  35.03 LONG=-118.75
z1665196-205.ip.fs.fed.us	05:33 pm  Wednesday April 29, 2009	TEJON RANCHO CA	 LATT=  35.03 LONG=-118.75
216.161.143.78	07:45 pm  Wednesday April 29, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
81-83-39-203.melbournewater.com.au	09:07 pm  Wednesday April 29, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
17-83-39-203.melbournewater.com.au	11:15 pm  Wednesday April 29, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
76.178.131.121	06:41 pm  Friday May 1, 2009	Waugh Creek MT at 5300 +	 LATT=  45.82 LONG= 114.01
76.178.131.121	07:15 pm  Friday May 1, 2009	Waugh MT #9 +	 LATT=  45.78 LONG= 113.97
76.178.131.121	07:55 pm  Friday May 1, 2009	Waugh MT #9 +	 LATT=  45.78 LONG= 113.97
76.178.131.121	08:29 pm  Friday May 1, 2009	Waugh MT #9 +	 LATT=  45.78 LONG= 113.97
76.178.131.121	09:01 pm  Friday May 1, 2009	Waugh Cr MT ext PRISM +	 LATT=  46.52 LONG=-114.10
76.178.131.121	09:06 pm  Friday May 1, 2009	Waugh Cr MT ext PRISM +	 LATT=  46.52 LONG=-114.10
76.178.131.121	09:43 pm  Friday May 1, 2009	Waugh Cr MT ext PRISM +	 LATT=  46.52 LONG=-114.10
76.178.131.121	10:04 pm  Friday May 1, 2009	Waugh Cr MT #10 +	 LATT=  45.78 LONG= 113.97
76.178.131.121	10:23 pm  Friday May 1, 2009	Waugh Cr MT #10 +	 LATT=  46.52 LONG=-114.10
z199131218-140.ip.fs.fed.us	02:39 pm  Saturday May 2, 2009	CARLSBAD CAVERNS NM	 LATT=  32.18 LONG=-104.45
213.253.204.190	01:56 pm  Monday May 4, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
ppp194-128.static.internode.on.net	04:58 pm  Monday May 4, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:59 pm  Monday May 4, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	06:10 pm  Monday May 4, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
76.178.131.121	11:18 am  Thursday May 7, 2009	Cannon WA < Wenatchee +	 LATT=  38.44 LONG= 119.47
z166222-183.ip.fs.fed.us	01:04 pm  Thursday May 7, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-183.ip.fs.fed.us	01:15 pm  Thursday May 7, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
76.178.131.121	07:56 pm  Thursday May 7, 2009	North 25 adj Wenatchee WA +	 LATT=  47.95 LONG= 120.30
76.178.131.121	08:29 pm  Thursday May 7, 2009	North 25 adj Wenatchee WA +	 LATT=  47.95 LONG= 120.30
76.178.131.121	09:38 pm  Thursday May 7, 2009	North 25 adj Wenatchee WA +	 LATT=  47.95 LONG= 120.30
76.178.131.121	09:56 pm  Thursday May 7, 2009	North 25 adj Wenatchee WA +	 LATT=  47.95 LONG= 120.30
76.178.131.121	08:30 am  Friday May 8, 2009	North 25 adj Wenatchee WA +	 LATT=  47.95 LONG= 120.30
z166222-228.ip.fs.fed.us	02:10 pm  Friday May 8, 2009	CHEESMAN CO mod +	 LATT=  39.14 LONG= 105.32
z166222-221.ip.fs.fed.us	03:03 pm  Friday May 8, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
acl1-907bts.gw.smartbro.net	03:21 am  Sunday May 10, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-183.ip.fs.fed.us	08:16 am  Monday May 11, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
76.178.131.121	10:42 am  Monday May 11, 2009	North 25 metric WENATCHEE +	 LATT=  47.99 LONG= 120.34
76.178.131.121	01:46 pm  Monday May 11, 2009	North 25 metric WENATCHEE +	 LATT=  47.99 LONG= 120.34
76.178.131.121	03:11 pm  Monday May 11, 2009	North 25 metric WENATCHEE +	 LATT=  47.99 LONG= 120.34
76.178.131.121	03:44 pm  Monday May 11, 2009	North 25 metric WENATCHEE +	 LATT=  47.99 LONG= 120.34
161.217.30.255	04:13 pm  Monday May 11, 2009	WAYNESVILLE EXP STA NC +	 LATT=  35.48 LONG=  82.99
161.217.30.255	04:18 pm  Monday May 11, 2009	WAYNESVILLE EXP STA NC +	 LATT=  35.48 LONG=  82.99
161.217.30.255	04:24 pm  Monday May 11, 2009	WAYNESVILLE EXP STA NC +	 LATT=  35.48 LONG=  82.99
161.217.30.255	04:26 pm  Monday May 11, 2009	WAYNESVILLE EXP STA NC +	 LATT=  35.48 LONG=  82.99
161.217.30.255	04:27 pm  Monday May 11, 2009	WAYNESVILLE EXP STA NC +	 LATT=  35.48 LONG=  82.99
ppp194-128.static.internode.on.net	04:35 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
z166222-120.ip.fs.fed.us	04:45 pm  Monday May 11, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
ppp194-128.static.internode.on.net	04:49 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	04:50 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	04:51 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:00 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:02 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:03 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:04 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:04 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:05 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:06 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:07 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:07 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:08 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:09 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:11 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:11 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:12 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:13 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:17 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:18 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:20 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:23 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:24 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:25 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:26 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:27 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:28 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	05:29 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	06:29 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	06:30 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	06:37 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	06:41 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	06:42 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
ppp194-128.static.internode.on.net	06:43 pm  Monday May 11, 2009	Thomson Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
lpauna.gva.es	01:16 am  Tuesday May 12, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
z166222-183.ip.fs.fed.us	10:05 am  Tuesday May 12, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-183.ip.fs.fed.us	10:08 am  Tuesday May 12, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-183.ip.fs.fed.us	10:10 am  Tuesday May 12, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-183.ip.fs.fed.us	10:13 am  Tuesday May 12, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-183.ip.fs.fed.us	10:15 am  Tuesday May 12, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-183.ip.fs.fed.us	10:19 am  Tuesday May 12, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-183.ip.fs.fed.us	10:23 am  Tuesday May 12, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-183.ip.fs.fed.us	10:23 am  Tuesday May 12, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-183.ip.fs.fed.us	10:24 am  Tuesday May 12, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-183.ip.fs.fed.us	10:24 am  Tuesday May 12, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-228.ip.fs.fed.us	10:26 am  Tuesday May 12, 2009	CHEESMAN CO mod +	 LATT=  39.14 LONG= 105.32
z166222-228.ip.fs.fed.us	10:52 am  Tuesday May 12, 2009	CHEESMAN CO mod +	 LATT=  39.14 LONG= 105.32
z166222-228.ip.fs.fed.us	10:58 am  Tuesday May 12, 2009	CHEESMAN CO mod +	 LATT=  39.14 LONG= 105.32
z166222-228.ip.fs.fed.us	11:14 am  Tuesday May 12, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
z166222-228.ip.fs.fed.us	11:19 am  Tuesday May 12, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
z166222-228.ip.fs.fed.us	11:30 am  Tuesday May 12, 2009	CHEESMAN CO mod +	 LATT=  39.14 LONG= 105.32
z166222-228.ip.fs.fed.us	01:24 pm  Tuesday May 12, 2009	CHEESMAN CO mod +	 LATT=  39.14 LONG= 105.32
z166222-228.ip.fs.fed.us	01:45 pm  Tuesday May 12, 2009	CHEESMAN CO mod +	 LATT=  39.14 LONG= 105.32
z166222-228.ip.fs.fed.us	01:50 pm  Tuesday May 12, 2009	CHEESMAN CO mod +	 LATT=  39.14 LONG= 105.32
z166222-221.ip.fs.fed.us	02:23 pm  Tuesday May 12, 2009	BRIGHT ANGEL RS AZ	 LATT=  36.20 LONG=-112.07
z166222-221.ip.fs.fed.us	02:24 pm  Tuesday May 12, 2009	BRIGHT ANGEL RS AZ	 LATT=  36.20 LONG=-112.07
z166222-228.ip.fs.fed.us	02:25 pm  Tuesday May 12, 2009	CHEESMAN CO mod +	 LATT=  39.14 LONG= 105.32
z166222-228.ip.fs.fed.us	02:29 pm  Tuesday May 12, 2009	CHEESMAN CO mod +	 LATT=  39.14 LONG= 105.32
z166222-221.ip.fs.fed.us	02:33 pm  Tuesday May 12, 2009	BRIGHT ANGEL RS AZ	 LATT=  36.20 LONG=-112.07
z166222-221.ip.fs.fed.us	02:36 pm  Tuesday May 12, 2009	BRIGHT ANGEL RS AZ	 LATT=  36.20 LONG=-112.07
z166222-221.ip.fs.fed.us	02:41 pm  Tuesday May 12, 2009	BRIGHT ANGEL RS AZ	 LATT=  36.20 LONG=-112.07
z166769-66.ip.fs.fed.us	08:38 am  Wednesday May 13, 2009	Trapper_unit17 +	 LATT=  45.68 LONG= 112.80
z166769-66.ip.fs.fed.us	08:41 am  Wednesday May 13, 2009	Trapper_unit17 +	 LATT=  45.68 LONG= 112.80
z166769-66.ip.fs.fed.us	09:05 am  Wednesday May 13, 2009	Trapper_unit17 +	 LATT=  45.68 LONG= 112.80
76.178.131.121	08:03 pm  Wednesday May 13, 2009	North 25 metric WENATCHEE +	 LATT=  47.99 LONG= 120.34
76.178.131.121	08:59 pm  Wednesday May 13, 2009	North 25 metric WENATCHEE +	 LATT=  47.99 LONG= 120.34
z166222-158.ip.fs.fed.us	09:41 am  Thursday May 14, 2009	CHEESMAN CO	 LATT=  39.22 LONG=-105.28
z166222-158.ip.fs.fed.us	09:44 am  Thursday May 14, 2009	CHEESMAN CO	 LATT=  39.22 LONG=-105.28
96-26-253-241.sea.clearwire-dns.net	10:49 am  Thursday May 14, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
